inc_id,off_id,off_gender2,off_race2,off_age,off_yos,off_cohort,inc_off_count,off_uof_count,inc_coh_homophily_ratio,off_race,off_gender
UF18-0851,2706,Male,Hispanic,44,11,110th,3,1,0,4,0
UF18-0851,2842,Male,Hispanic,32,7,113th,3,2,0,4,0
UF18-0851,2920,Male,Hispanic,32,6,115th,3,1,0,4,0
UF19-0001,3074,Male,Hispanic,24,2,119th,5,8,1,4,0
UF19-0001,3047,Male,Hispanic,27,2,119th,5,4,1,4,0
UF19-0001,3102,Male,Hispanic,27,2,120th,5,14,1,4,0
UF19-0001,3103,Male,Hispanic,34,2,120th,5,4,1,4,0
UF19-0001,3112,Female,Hispanic,28,2,120th,5,3,1,4,1
UF19-0002,2480,Male,Hispanic,36,13,105th,7,3,0,4,0
UF19-0002,2650,Male,Hispanic,33,11,109th,7,6,0,4,0
UF19-0002,2702,Male,Hispanic,46,11,110th,7,1,0,4,0
UF19-0002,2797,Male,Hispanic,34,10,112th,7,1,0,4,0
UF19-0002,2873,Male,Hispanic,38,6,114th,7,2,0,4,0
UF19-0002,1404,Male,Hispanic,54,28,81st,7,1,0,4,0
UF19-0002,2164,Male,Hispanic,50,18,99th,7,2,0,4,0
UF19-0006,2845,Male,Hispanic,29,7,113th,2,3,0,4,0
UF19-0006,3094,Male,Hispanic,24,2,120th,2,16,0,4,0
UF19-0007,2743,Male,Hispanic,42,10,111th,2,1,0,4,0
UF19-0007,3036,Female,White,33,3,118th,2,2,0,5,1
UF19-0008,3068,Male,Hispanic,39,3,119th,3,9,.66666669,4,0
UF19-0008,3219,Male,White,38,1,122nd,3,8,.66666669,5,0
UF19-0008,3191,Male,Hispanic,28,1,122nd,3,6,.66666669,4,0
UF19-0009,3160,Female,Hispanic,24,1,100th,2,8,0,4,1
UF19-0009,2967,Male,Hispanic,29,4,117th,2,10,0,4,0
UF19-0010,2671,Male,Hispanic,41,11,109th,5,11,.40000001,4,0
UF19-0010,2655,Male,Black,60,11,109th,5,5,.40000001,3,0
UF19-0010,2967,Male,Hispanic,29,5,117th,5,10,.40000001,4,0
UF19-0010,3201,Male,White,26,1,122nd,5,3,.40000001,5,0
UF19-0010,2093,Male,White,44,18,97th,5,6,.40000001,5,0
UF19-0013,3109,Female,Hispanic,25,2,120th,2,1,0,4,1
UF19-0013,3145,Male,Hispanic,30,1,121st,2,10,0,4,0
UF19-0014,2888,Male,Hispanic,35,6,115th,3,1,0,4,0
UF19-0014,3110,Male,Hispanic,27,2,120th,3,5,0,4,0
UF19-0014,3139,Male,Hispanic,23,1,121st,3,4,0,4,0
UF19-0015,3102,Male,Hispanic,27,2,120th,2,14,1,4,0
UF19-0015,3103,Male,Hispanic,34,2,120th,2,4,1,4,0
UF19-0020,3230,Male,Hispanic,23,1,122nd,3,12,1,4,0
UF19-0020,3197,Male,Hispanic,29,1,122nd,3,1,1,4,0
UF19-0020,3208,Male,White,32,1,122nd,3,4,1,5,0
UF19-0021,2560,Male,Hispanic,36,12,108th,2,3,0,4,0
UF19-0021,3030,Male,Hispanic,25,3,118th,2,16,0,4,0
UF19-0023,3048,Female,Hispanic,33,2,119th,2,12,1,4,1
UF19-0023,3076,Male,Hispanic,30,2,119th,2,8,1,4,0
UF19-0024,3056,Male,Hispanic,27,2,119th,2,3,0,4,0
UF19-0024,3148,Female,Hispanic,34,1,121st,2,3,0,4,1
UF19-0027,2285,Male,Hispanic,45,16,102nd,6,11,.33333334,4,0
UF19-0027,2659,Male,Hispanic,41,11,109th,6,1,.33333334,4,0
UF19-0027,3011,Female,Hispanic,31,3,118th,6,2,.33333334,4,1
UF19-0027,3040,Male,Hispanic,30,2,119th,6,2,.33333334,4,0
UF19-0027,3063,Male,Hispanic,31,2,119th,6,12,.33333334,4,0
UF19-0027,3133,Male,Hispanic,39,1,121st,6,5,.33333334,4,0
UF19-0028,3119,Male,White,24,2,120th,2,7,1,5,0
UF19-0028,3104,Male,White,24,2,120th,2,8,1,5,0
UF19-0030,2537,Male,White,38,12,107th,2,5,0,5,0
UF19-0030,2781,Male,Hispanic,37,10,12-Lateral,2,1,0,4,0
UF19-0032,2575,Male,Hispanic,37,12,108th,2,3,0,4,0
UF19-0032,2881,Male,Hispanic,30,6,114th,2,8,0,4,0
UF19-0033,3035,Male,White,28,4,118th,2,1,0,5,0
UF19-0033,3111,Male,Hispanic,39,2,120th,2,1,0,4,0
UF19-0034,2329,Male,Hispanic,40,16,102nd,8,1,.5,4,0
UF19-0034,2360,Male,White,38,16,102nd,8,2,.5,5,0
UF19-0034,2660,Male,White,33,11,109th,8,3,.5,5,0
UF19-0034,1400,Male,Hispanic,50,28,81st,8,1,.5,4,0
UF19-0034,1741,Male,White,48,23,90th,8,1,.5,5,0
UF19-0034,1797,Male,Hispanic,45,23,91st,8,1,.5,4,0
UF19-0034,2070,Male,Hispanic,43,18,98th,8,2,.5,4,0
UF19-0034,2142,Male,Hispanic,45,18,98th,8,2,.5,4,0
UF19-0036,2595,Male,Hispanic,37,12,108th,2,4,0,4,0
UF19-0036,3177,Male,Hispanic,28,1,122nd,2,4,0,4,0
UF19-0037,2932,Male,White,27,5,116th,3,7,.66666669,5,0
UF19-0037,3122,Male,Hispanic,30,1,121st,3,6,.66666669,4,0
UF19-0037,3124,Male,Hispanic,26,1,121st,3,13,.66666669,4,0
UF19-0038,2765,Male,Hispanic,35,10,111th,3,4,.66666669,4,0
UF19-0038,2775,Male,Hispanic,39,10,111th,3,5,.66666669,4,0
UF19-0038,2799,Male,Hispanic,45,10,112th,3,2,.66666669,4,0
UF19-0043,2484,Male,Hispanic,41,13,106th,3,2,0,4,0
UF19-0043,2842,Male,Hispanic,32,7,113th,3,2,0,4,0
UF19-0043,3124,Male,Hispanic,26,2,121st,3,13,0,4,0
UF19-0046,2716,Male,Hispanic,45,11,11th Lateral,2,3,0,4,0
UF19-0046,2120,Male,Hispanic,41,18,99th,2,1,0,4,0
UF19-0047,2910,Male,White,31,6,115th,2,9,0,5,0
UF19-0047,3048,Female,Hispanic,33,2,119th,2,12,0,4,1
UF19-0048,3160,Female,Hispanic,24,2,100th,8,8,.5,4,1
UF19-0048,2222,Male,White,43,17,100th,8,4,.5,5,0
UF19-0048,2274,Male,Hispanic,44,17,101st,8,2,.5,4,0
UF19-0048,3151,Male,Hispanic,31,2,121st,8,9,.5,4,0
UF19-0048,3156,Male,Hispanic,23,2,121st,8,8,.5,4,0
UF19-0048,3236,Female,Hispanic,30,1,122nd,8,5,.5,4,1
UF19-0048,2097,Male,Hispanic,49,18,98th,8,5,.5,4,0
UF19-0048,2675,Female,Hispanic,43,12,L-7,8,2,.5,4,1
UF19-0050,3032,Female,Hispanic,40,3,118th,3,6,0,4,1
UF19-0050,3093,Male,Hispanic,27,2,120th,3,5,0,4,0
UF19-0050,3210,Male,White,29,1,122nd,3,4,0,5,0
UF19-0052,2400,Male,Hispanic,44,14,104th,2,1,0,4,0
UF19-0052,3191,Male,Hispanic,28,1,122nd,2,6,0,4,0
UF19-0054,3080,Female,Hispanic,33,2,119th,4,3,.5,4,1
UF19-0054,3076,Male,Hispanic,30,2,119th,4,8,.5,4,0
UF19-0054,3107,Female,White,27,2,120th,4,3,.5,5,1
UF19-0054,1870,Male,Hispanic,43,21,94th,4,2,.5,4,0
UF19-0056,3118,Male,White,36,2,120th,2,7,0,5,0
UF19-0056,3232,Male,Hispanic,35,1,122nd,2,11,0,4,0
UF19-0059,2403,Male,Hispanic,44,14,104th,4,8,0,4,0
UF19-0059,2569,Male,Hispanic,41,12,108th,4,9,0,4,0
UF19-0059,3135,Female,White,25,2,121st,4,7,0,5,1
UF19-0059,1272,Male,Hispanic,54,29,78th,4,1,0,4,0
UF19-0060,3095,Male,Hispanic,39,2,120th,2,7,0,4,0
UF19-0060,3223,Male,Hispanic,36,1,122nd,2,14,0,4,0
UF19-0061,2974,Male,Hispanic,33,4,117th,2,9,0,4,0
UF19-0061,2167,Male,White,43,18,99th,2,2,0,5,0
UF19-0064,3074,Male,Hispanic,24,3,119th,3,8,.66666669,4,0
UF19-0064,3047,Male,Hispanic,27,3,119th,3,4,.66666669,4,0
UF19-0064,3094,Male,Hispanic,24,2,120th,3,16,.66666669,4,0
UF19-0065,3019,Female,White,29,4,118th,3,2,0,5,1
UF19-0065,3060,Male,Alaskan Native/Native American,25,3,119th,3,11,0,1,0
UF19-0065,3235,Female,Hispanic,26,1,122nd,3,5,0,4,1
UF19-0066,3079,Male,Hispanic,32,3,119th,2,2,0,4,0
UF19-0066,2019,Male,Hispanic,43,19,97th,2,1,0,4,0
UF19-0068,3160,Female,Hispanic,24,2,100th,3,8,0,4,1
UF19-0068,2967,Male,Hispanic,29,4,117th,3,10,0,4,0
UF19-0068,3041,Male,Hispanic,25,3,119th,3,9,0,4,0
UF19-0069,2220,Male,White,40,17,100th,4,3,0,5,0
UF19-0069,2772,Male,White,31,10,111th,4,4,0,5,0
UF19-0069,3063,Male,Hispanic,31,3,119th,4,12,0,4,0
UF19-0069,3151,Male,Hispanic,31,2,121st,4,9,0,4,0
UF19-0071,2773,Male,Hispanic,32,10,111th,2,6,0,4,0
UF19-0071,3021,Male,Hispanic,33,4,118th,2,6,0,4,0
UF19-0073,2670,Male,White,36,11,109th,2,19,0,5,0
UF19-0073,3030,Male,Hispanic,25,4,118th,2,16,0,4,0
UF19-0074,2638,Male,Hispanic,33,11,109th,2,5,0,4,0
UF19-0074,2971,Male,Hispanic,41,4,117th,2,6,0,4,0
UF19-0076,3018,Male,Hispanic,34,4,118th,2,6,0,4,0
UF19-0076,3196,Male,Hispanic,31,1,122nd,2,11,0,4,0
UF19-0077,3158,Female,Hispanic,23,2,121st,2,6,0,4,1
UF19-0077,3215,Male,Hispanic,27,1,122nd,2,10,0,4,0
UF19-0078,2173,Male,Hispanic,44,17,100th,3,4,0,4,0
UF19-0078,2237,Male,Hispanic,41,17,101st,3,1,0,4,0
UF19-0078,2662,Male,Black,38,11,109th,3,1,0,3,0
UF19-0079,2551,Male,Hispanic,37,12,108th,2,4,0,4,0
UF19-0079,3001,Male,Hispanic,33,4,118th,2,3,0,4,0
UF19-0081,3027,Male,White,26,4,118th,3,4,0,5,0
UF19-0081,3074,Male,Hispanic,24,3,119th,3,8,0,4,0
UF19-0081,3094,Male,Hispanic,24,2,120th,3,16,0,4,0
UF19-0083,2548,Male,White,37,12,108th,4,1,0,5,0
UF19-0083,2638,Male,Hispanic,33,11,109th,4,5,0,4,0
UF19-0083,2928,Male,White,28,5,116th,4,15,0,5,0
UF19-0083,2978,Male,Hispanic,29,5,117th,4,16,0,4,0
UF19-0087,2892,Male,Hispanic,35,6,115th,4,8,0,4,0
UF19-0087,2962,Male,White,35,5,116th,4,8,0,5,0
UF19-0087,3030,Male,Hispanic,25,4,118th,4,16,0,4,0
UF19-0087,3069,Male,Hispanic,31,3,119th,4,4,0,4,0
UF19-0089,2551,Male,Hispanic,37,12,108th,2,4,0,4,0
UF19-0089,2772,Male,White,31,10,111th,2,4,0,5,0
UF19-0090,3118,Male,White,36,2,120th,2,7,0,5,0
UF19-0090,3123,Male,Hispanic,25,2,121st,2,9,0,4,0
UF19-0091,3040,Male,Hispanic,30,3,119th,2,2,0,4,0
UF19-0091,3133,Male,Hispanic,39,2,121st,2,5,0,4,0
UF19-0092,2876,Male,Hispanic,29,6,114th,2,3,1,4,0
UF19-0092,2877,Male,White,37,6,114th,2,5,1,5,0
UF19-0093,2671,Male,Hispanic,41,11,109th,2,11,0,4,0
UF19-0093,3030,Male,Hispanic,25,4,118th,2,16,0,4,0
UF19-0094,3152,Male,Hispanic,27,2,121st,2,15,1,4,0
UF19-0094,3150,Male,Hispanic,27,2,121st,2,11,1,4,0
UF19-0096,3073,Male,Hispanic,32,3,119th,2,4,0,4,0
UF19-0096,3145,Male,Hispanic,30,2,121st,2,10,0,4,0
UF19-0098,2404,Male,Hispanic,38,14,104th,4,2,0,4,0
UF19-0098,2595,Male,Hispanic,37,12,108th,4,4,0,4,0
UF19-0098,2658,Female,Hispanic,39,11,109th,4,1,0,4,1
UF19-0098,2102,Male,Hispanic,49,18,98th,4,2,0,4,0
UF19-0099,3163,Male,Hispanic,31,2,121st,2,8,0,4,0
UF19-0099,3227,Male,Hispanic,24,1,122nd,2,5,0,4,0
UF19-0102,2670,Male,White,36,11,109th,2,19,0,5,0
UF19-0102,3042,Male,Hispanic,35,3,119th,2,13,0,4,0
UF19-0108,2974,Male,Hispanic,32,4,117th,4,9,0,4,0
UF19-0108,2995,Male,Hispanic,26,3,118th,4,7,0,4,0
UF19-0108,3073,Male,Hispanic,32,2,119th,4,4,0,4,0
UF19-0108,3145,Male,Hispanic,30,1,121st,4,10,0,4,0
UF19-0109,2892,Male,Hispanic,36,6,115th,2,8,0,4,0
UF19-0109,3152,Male,Hispanic,27,2,121st,2,15,0,4,0
UF19-0110,2395,Male,Hispanic,41,15,103rd,2,2,0,4,0
UF19-0110,3151,Male,Hispanic,31,2,121st,2,9,0,4,0
UF19-0111,3034,Male,Hispanic,31,4,118th,2,4,0,4,0
UF19-0111,3045,Male,Black,25,3,119th,2,2,0,3,0
UF19-0113,2881,Male,Hispanic,31,7,114th,3,8,0,4,0
UF19-0113,2943,Male,Hispanic,35,5,116th,3,4,0,4,0
UF19-0113,3332,Male,Hispanic,37,0,124th,3,1,0,4,0
UF19-0114,3091,Female,White,29,2,120th,2,4,0,5,1
UF19-0114,3164,Male,Hispanic,28,2,121st,2,13,0,4,0
UF19-0119,3018,Male,Hispanic,34,4,118th,2,6,0,4,0
UF19-0119,3196,Male,Hispanic,31,1,122nd,2,11,0,4,0
UF19-0120,2560,Male,Hispanic,36,12,108th,5,3,.40000001,4,0
UF19-0120,2670,Male,White,36,11,109th,5,19,.40000001,5,0
UF19-0120,2655,Male,Black,60,11,109th,5,5,.40000001,3,0
UF19-0120,2967,Male,Hispanic,30,5,117th,5,10,.40000001,4,0
UF19-0120,3118,Male,White,36,2,120th,5,7,.40000001,5,0
UF19-0121,3160,Female,Hispanic,24,2,100th,2,8,0,4,1
UF19-0121,2655,Male,Black,60,11,109th,2,5,0,3,0
UF19-0122,2714,Male,White,41,11,10-Lateral,3,3,.66666669,5,0
UF19-0122,3002,Male,Black,29,4,118th,3,5,.66666669,3,0
UF19-0122,3014,Male,White,28,4,118th,3,6,.66666669,5,0
UF19-0127,2870,Male,Hispanic,28,7,114th,3,4,0,4,0
UF19-0127,3018,Male,Hispanic,34,4,118th,3,6,0,4,0
UF19-0127,3196,Male,Hispanic,31,1,122nd,3,11,0,4,0
UF19-0128,3016,Male,Hispanic,29,4,118th,2,5,1,4,0
UF19-0128,3030,Male,Hispanic,25,4,118th,2,16,1,4,0
UF19-0130,3092,Male,Hispanic,35,2,120th,2,5,0,4,0
UF19-0130,3138,Male,Hispanic,30,2,121st,2,5,0,4,0
UF19-0131,2569,Male,Hispanic,41,12,108th,2,9,0,4,0
UF19-0131,3003,Male,Hispanic,29,4,118th,2,3,0,4,0
UF19-0132,2775,Male,Hispanic,39,10,111th,2,5,0,4,0
UF19-0132,3235,Female,Hispanic,26,1,122nd,2,5,0,4,1
UF19-0134,2222,Male,White,43,17,100th,2,4,0,5,0
UF19-0134,2602,Male,Hispanic,48,12,109th,2,2,0,4,0
UF19-0136,2644,Male,Hispanic,42,11,109th,3,9,0,4,0
UF19-0136,3016,Male,Hispanic,29,4,118th,3,5,0,4,0
UF19-0136,3359,Male,Hispanic,35,0,124th,3,3,0,4,0
UF19-0138,3108,Male,White,32,2,120th,2,2,1,5,0
UF19-0138,3093,Male,Hispanic,27,2,120th,2,5,1,4,0
UF19-0139,3224,Male,Hispanic,26,1,122nd,2,6,1,4,0
UF19-0139,3215,Male,Hispanic,27,1,122nd,2,10,1,4,0
UF19-0143,3063,Male,Hispanic,31,3,119th,2,12,0,4,0
UF19-0143,3275,Female,White,24,1,123rd,2,4,0,5,1
UF19-0144,2971,Male,Hispanic,41,5,117th,2,6,0,4,0
UF19-0144,3021,Male,Hispanic,33,4,118th,2,6,0,4,0
UF19-0145,3014,Male,White,28,4,118th,5,6,.60000002,5,0
UF19-0145,3051,Male,Hispanic,25,3,119th,5,6,.60000002,4,0
UF19-0145,3045,Male,Black,25,3,119th,5,2,.60000002,3,0
UF19-0145,3068,Male,Hispanic,39,3,119th,5,9,.60000002,4,0
UF19-0145,3140,Male,Hispanic,28,2,121st,5,2,.60000002,4,0
UF19-0146,2243,Male,Hispanic,60,17,101st,3,2,0,4,0
UF19-0146,1845,Male,Hispanic,56,22,93rd,3,1,0,4,0
UF19-0146,2071,Male,Hispanic,45,19,98th,3,2,0,4,0
UF19-0149,3042,Male,Hispanic,36,3,119th,2,13,0,4,0
UF19-0149,3162,Male,Hispanic,26,2,121st,2,4,0,4,0
UF19-0150,2185,Male,Hispanic,47,17,100th,2,2,0,4,0
UF19-0150,2774,Male,Hispanic,40,10,111th,2,4,0,4,0
UF19-0154,3153,Male,Hispanic,24,2,121st,2,3,0,4,0
UF19-0154,2097,Male,Hispanic,49,19,98th,2,5,0,4,0
UF19-0155,2670,Male,White,36,11,109th,4,19,0,5,0
UF19-0155,2967,Male,Hispanic,30,5,117th,4,10,0,4,0
UF19-0155,3042,Male,Hispanic,35,3,119th,4,13,0,4,0
UF19-0155,3156,Male,Hispanic,23,2,121st,4,8,0,4,0
UF19-0160,2461,Male,White,40,13,105th,2,5,0,5,0
UF19-0160,3164,Male,Hispanic,28,2,121st,2,13,0,4,0
UF19-0163,2239,Male,Hispanic,55,17,101st,2,9,0,4,0
UF19-0163,2650,Male,Hispanic,33,11,109th,2,6,0,4,0
UF19-0166,3186,Female,Hispanic,24,1,122nd,2,3,1,4,1
UF19-0166,3188,Male,Hispanic,28,1,122nd,2,6,1,4,0
UF19-0167,3158,Female,Hispanic,23,2,121st,2,6,0,4,1
UF19-0167,3219,Male,White,38,1,122nd,2,8,0,5,0
UF19-0169,3076,Male,Hispanic,31,3,119th,2,8,0,4,0
UF19-0169,3107,Female,White,27,2,120th,2,3,0,5,1
UF19-0171,3074,Male,Hispanic,24,3,119th,2,8,0,4,0
UF19-0171,3227,Male,Hispanic,24,1,122nd,2,5,0,4,0
UF19-0172,2686,Male,Hispanic,37,11,110th,2,4,0,4,0
UF19-0172,3059,Male,Hispanic,41,3,119th,2,3,0,4,0
UF19-0173,2928,Male,White,28,5,116th,2,15,0,5,0
UF19-0173,2978,Male,Hispanic,29,5,117th,2,16,0,4,0
UF19-0174,2246,Male,Hispanic,54,17,101st,4,2,0,4,0
UF19-0174,2353,Male,Hispanic,57,16,102nd,4,4,0,4,0
UF19-0174,2980,Female,Hispanic,39,5,117th,4,6,0,4,1
UF19-0174,3168,Male,Hispanic,30,1,122nd,4,13,0,4,0
UF19-0184,3196,Male,Hispanic,31,1,122nd,2,11,0,4,0
UF19-0184,1870,Male,Hispanic,61,21,94th,2,2,0,4,0
UF19-0185,2222,Male,White,43,18,100th,3,4,.66666669,5,0
UF19-0185,3199,Male,White,34,1,122nd,3,3,.66666669,5,0
UF19-0185,3213,Male,Hispanic,40,1,122nd,3,1,.66666669,4,0
UF19-0186,3027,Male,Hispanic,26,4,118th,8,4,.25,4,0
UF19-0186,3102,Male,Hispanic,27,2,120th,8,14,.25,4,0
UF19-0186,3238,Male,Hispanic,22,1,122nd,8,8,.25,4,0
UF19-0186,3230,Male,Hispanic,23,1,122nd,8,12,.25,4,0
UF19-0186,3243,Male,White,47,0,123rd,8,3,.25,5,0
UF19-0186,3303,Male,Hispanic,21,0,124th,8,2,.25,4,0
UF19-0186,1745,Male,Hispanic,53,23,90th,8,1,.25,4,0
UF19-0186,2165,Male,Hispanic,40,18,99th,8,4,.25,4,0
UF19-0187,2575,Male,Hispanic,37,12,108th,3,3,0,4,0
UF19-0187,2882,Male,Hispanic,34,7,114th,3,6,0,4,0
UF19-0187,3043,Male,White,26,3,119th,3,3,0,5,0
UF19-0188,3034,Male,Hispanic,31,4,118th,4,4,.5,4,0
UF19-0188,3140,Male,Hispanic,28,2,121st,4,2,.5,4,0
UF19-0188,3128,Female,Hispanic,29,2,121st,4,4,.5,4,1
UF19-0188,3193,Male,Hispanic,41,1,122nd,4,5,.5,4,0
UF19-0189,3054,Male,White,46,3,119th,2,5,0,5,0
UF19-0189,3219,Male,White,38,1,122nd,2,8,0,5,0
UF19-0190,3049,Male,Hispanic,29,3,119th,2,1,0,4,0
UF19-0190,3102,Male,Hispanic,27,2,120th,2,14,0,4,0
UF19-0191,3117,Male,Hispanic,26,2,120th,2,2,0,4,0
UF19-0191,3138,Male,Hispanic,30,2,121st,2,5,0,4,0
UF19-0194,3117,Male,Hispanic,26,2,120th,3,2,.66666669,4,0
UF19-0194,3215,Male,Hispanic,27,1,122nd,3,10,.66666669,4,0
UF19-0194,3224,Male,Hispanic,26,1,122nd,3,6,.66666669,4,0
UF19-0195,2185,Male,Hispanic,47,18,100th,3,2,0,4,0
UF19-0195,3131,Female,Hispanic,31,2,121st,3,5,0,4,1
UF19-0195,3208,Male,White,32,1,122nd,3,4,0,5,0
UF19-0196,2251,Male,Hispanic,43,17,101st,4,3,0,4,0
UF19-0196,2938,Male,Hispanic,47,5,116th,4,6,0,4,0
UF19-0196,3059,Male,Hispanic,41,3,119th,4,3,0,4,0
UF19-0196,2136,Male,Hispanic,46,18,99th,4,2,0,4,0
UF19-0198,2962,Male,White,35,5,116th,2,8,0,5,0
UF19-0198,3153,Male,Hispanic,24,2,121st,2,3,0,4,0
UF19-0199,3032,Female,Hispanic,40,4,118th,4,6,.75,4,1
UF19-0199,3150,Male,Hispanic,27,2,121st,4,11,.75,4,0
UF19-0199,3129,Female,White,24,2,121st,4,14,.75,5,1
UF19-0199,3152,Male,Hispanic,27,2,121st,4,15,.75,4,0
UF19-0201,3162,Male,Hispanic,26,2,121st,2,4,0,4,0
UF19-0201,3225,Male,Hispanic,27,1,122nd,2,6,0,4,0
UF19-0202,3042,Male,Hispanic,36,3,119th,2,13,0,4,0
UF19-0202,3126,Male,Hispanic,25,2,121st,2,26,0,4,0
UF19-0203,1803,Male,Hispanic,46,23,91st,2,5,0,4,0
UF19-0203,2047,Female,Hispanic,49,19,97th,2,8,0,4,1
UF19-0205,2567,Male,White,40,12,108th,4,2,0,5,0
UF19-0205,2691,Male,White,36,11,110th,4,6,0,5,0
UF19-0205,3054,Male,White,46,3,119th,4,5,0,5,0
UF19-0205,3191,Male,Hispanic,28,1,122nd,4,6,0,4,0
